# tau [ps];  F2NO4S2 [ps*S/m];  F2NO4S2-var [ps^2*S^2/m^2];  C4H10O2 [ps*S/m];  C4H10O2-var [ps^2*S^2/m^2];  Li [ps*S/m];  Li-var [ps^2*S^2/m^2];  F2NO4S2/F2NO4S2 [ps*S/m];  F2NO4S2/F2NO4S2-var [ps^2*S^2/m^2];  C4H10O2/C4H10O2 [ps*S/m];  C4H10O2/C4H10O2-var [ps^2*S^2/m^2];  Li/Li [ps*S/m];  Li/Li-var [ps^2*S^2/m^2];  F2NO4S2/C4H10O2 [ps*S/m];  F2NO4S2/C4H10O2-var [ps^2*S^2/m^2];  F2NO4S2/Li [ps*S/m];  F2NO4S2/Li-var [ps^2*S^2/m^2];  C4H10O2/Li [ps*S/m];  C4H10O2/Li-var [ps^2*S^2/m^2];  total [ps*S/m];  total-var [ps^2*S^2/m^2]
3030.000000;  1684.053793;  8.556923;  233.623619;  0.014101;  5087.555818;  79.234764;  -191.765906;  402.468869;  -183.502382;  0.498244;  -1157.281307;  3184.027752;  -546.671306;  56.563397;  -1122.556209;  2416.435576;  234.367460;  83.157511;  4037.823579;  2692.415853
3060.000000;  1700.556999;  8.693751;  235.917394;  0.014409;  5136.596842;  80.528414;  -190.868698;  412.343158;  -185.208802;  0.510743;  -1164.018664;  3234.829506;  -553.062035;  57.976029;  -1139.892701;  2481.333783;  237.844762;  85.395853;  4077.865097;  2725.801832
3090.000000;  1716.989108;  8.825150;  238.209004;  0.014713;  5185.833373;  81.856518;  -189.595225;  422.699806;  -186.902014;  0.523686;  -1171.416360;  3284.036596;  -559.569024;  59.457894;  -1158.614200;  2545.290724;  241.570142;  87.603247;  4116.504805;  2756.444673
3120.000000;  1733.398378;  8.963248;  240.497285;  0.015021;  5235.049961;  83.166076;  -188.358377;  431.861142;  -188.593350;  0.535241;  -1178.825696;  3331.626619;  -566.057212;  60.774236;  -1178.062720;  2604.122086;  245.427386;  89.630709;  4154.475655;  2788.195842
3150.000000;  1749.762105;  9.099396;  242.787175;  0.015335;  5284.354965;  84.567736;  -187.536682;  441.057465;  -190.301290;  0.547055;  -1185.880204;  3379.671822;  -572.379127;  62.103664;  -1197.809865;  2664.605215;  249.342321;  91.714090;  4192.339399;  2820.900794
3180.000000;  1766.066152;  9.251996;  245.075927;  0.015656;  5333.449884;  85.971856;  -186.441088;  450.317297;  -192.001638;  0.558777;  -1193.599745;  3420.345136;  -578.775562;  63.431826;  -1216.695329;  2726.772508;  253.093912;  93.851991;  4230.172512;  2847.792959
3210.000000;  1782.384117;  9.404675;  247.368088;  0.015991;  5382.612914;  87.353888;  -185.676844;  460.269817;  -193.715632;  0.571318;  -1201.209733;  3459.671255;  -585.057968;  64.851063;  -1235.925228;  2786.898234;  256.909465;  95.911102;  4267.689180;  2877.775862
3240.000000;  1798.735038;  9.568837;  249.658240;  0.016303;  5431.839550;  88.677067;  -184.868258;  469.715703;  -195.423793;  0.583233;  -1208.252093;  3501.935436;  -591.375406;  66.189727;  -1256.950564;  2851.363952;  261.056150;  98.115569;  4304.418864;  2913.245691
3270.000000;  1815.060256;  9.747410;  251.947613;  0.016607;  5480.922657;  90.097198;  -183.285731;  480.475516;  -197.106166;  0.596612;  -1214.991353;  3545.521792;  -597.966425;  67.712956;  -1278.403830;  2919.308363;  265.281828;  100.435539;  4341.458848;  2951.764502
3300.000000;  1831.404135;  9.920963;  254.236640;  0.016918;  5529.958401;  91.602507;  -181.793653;  490.593575;  -198.790135;  0.609319;  -1222.752003;  3586.221465;  -604.533805;  69.151505;  -1300.491001;  2994.528499;  269.614431;  103.008480;  4376.853011;  2984.404958
3330.000000;  1847.667246;  10.093061;  256.523819;  0.017222;  5579.057187;  93.087273;  -180.760444;  500.481096;  -200.490554;  0.621802;  -1231.347438;  3626.010606;  -610.902491;  70.543900;  -1321.911404;  3064.927984;  273.819909;  105.416011;  4411.655830;  3014.165563
3360.000000;  1863.893426;  10.265476;  258.808998;  0.017515;  5628.093546;  94.534747;  -178.650501;  512.040756;  -202.153755;  0.636400;  -1239.049575;  3668.981794;  -617.653859;  72.183641;  -1344.571806;  3142.203803;  278.257132;  108.063416;  4446.973605;  3041.194144
3390.000000;  1880.115608;  10.439730;  261.091205;  0.017808;  5677.124255;  95.933102;  -177.043353;  523.136784;  -203.830265;  0.650516;  -1247.724655;  3713.025527;  -624.223623;  73.770818;  -1367.898830;  3219.757489;  282.807922;  110.727009;  4480.418263;  3066.957048
3420.000000;  1896.301939;  10.619646;  263.374452;  0.018096;  5726.183600;  97.293899;  -175.799522;  533.848453;  -205.521797;  0.664297;  -1258.513238;  3751.145463;  -630.644082;  75.319985;  -1390.129448;  3294.964636;  287.143364;  113.310380;  4512.395267;  3087.142122
3450.000000;  1912.441401;  10.784593;  265.657396;  0.018361;  5775.273778;  98.600951;  -174.255272;  544.301051;  -207.204424;  0.677710;  -1269.110579;  3789.684663;  -637.157932;  76.827990;  -1412.681898;  3374.177028;  291.539003;  116.022148;  4544.501473;  3113.355711
3480.000000;  1928.561246;  10.951146;  267.940785;  0.018628;  5824.169372;  99.915101;  -172.457785;  555.603415;  -208.879186;  0.692237;  -1279.229606;  3833.421275;  -643.759941;  78.462376;  -1436.076982;  3459.219050;  296.089952;  118.938625;  4576.357855;  3141.138813
3510.000000;  1944.660687;  11.118350;  270.223312;  0.018893;  5872.962105;  101.183124;  -170.308063;  566.809980;  -210.541515;  0.706716;  -1287.372905;  3886.456497;  -650.485770;  80.075284;  -1460.306067;  3543.083368;  300.806929;  121.818894;  4609.638713;  3173.140562
3540.000000;  1960.744657;  11.297209;  272.504858;  0.019147;  5921.736512;  102.507246;  -168.217844;  577.884511;  -212.204986;  0.720897;  -1297.927441;  3944.061086;  -657.186499;  81.666974;  -1485.090903;  3618.783940;  305.606108;  124.433506;  4639.964463;  3203.422719
3570.000000;  1976.891383;  11.485590;  274.787947;  0.019406;  5970.592633;  103.861847;  -165.729518;  590.286487;  -213.853923;  0.736312;  -1308.341171;  4002.991433;  -664.059425;  83.426043;  -1511.093782;  3694.004302;  310.628341;  127.035117;  4669.822484;  3231.079570
3600.000000;  1993.048685;  11.658769;  277.069714;  0.019667;  6019.533957;  105.282449;  -163.298488;  603.598876;  -215.502429;  0.752828;  -1319.117644;  4058.358974;  -670.918980;  85.306614;  -1538.029827;  3774.719696;  315.817994;  129.812733;  4698.602983;  3260.494140
3630.000000;  2009.205285;  11.840256;  279.354204;  0.019940;  6068.450528;  106.685113;  -160.812979;  616.688373;  -217.152698;  0.769005;  -1330.499551;  4120.436157;  -677.793642;  87.163436;  -1563.818133;  3855.470478;  320.794218;  132.590476;  4727.727233;  3300.310756
3660.000000;  2025.387943;  12.020775;  281.638664;  0.020233;  6117.280185;  108.068574;  -158.005671;  630.162447;  -218.790868;  0.785427;  -1342.248761;  4183.956499;  -684.797971;  89.054748;  -1590.446909;  3934.553932;  325.919654;  135.305124;  4755.936265;  3343.189559
3690.000000;  2041.537971;  12.204952;  283.923708;  0.020517;  6166.223301;  109.443703;  -155.998953;  642.272749;  -220.457230;  0.800203;  -1353.227619;  4238.691671;  -691.498883;  90.760973;  -1616.918784;  4013.953318;  331.023411;  138.018043;  4784.606923;  3385.668090
3720.000000;  2057.703484;  12.390773;  286.204768;  0.020784;  6215.133757;  110.898266;  -153.767830;  653.922931;  -222.111960;  0.814575;  -1366.615088;  4294.757774;  -698.285687;  92.420577;  -1643.057061;  4092.672482;  336.047676;  140.714369;  4811.252060;  3425.076306
3750.000000;  2073.901972;  12.580816;  288.485885;  0.021061;  6264.134557;  112.476802;  -151.144911;  665.235673;  -223.752535;  0.828538;  -1378.552551;  4354.593881;  -705.227745;  94.024391;  -1669.423774;  4173.214709;  341.125359;  143.479824;  4839.546256;  3467.289045
3780.000000;  2090.053234;  12.777113;  290.768459;  0.021337;  6313.178785;  114.034985;  -149.116717;  675.590720;  -225.416539;  0.841534;  -1390.803552;  4410.904608;  -711.932268;  95.518683;  -1694.694707;  4246.077420;  346.001838;  145.969270;  4868.038532;  3514.330937
3810.000000;  2106.265480;  12.985034;  293.051204;  0.021648;  6362.302586;  115.606211;  -146.995218;  686.493110;  -227.075274;  0.855155;  -1403.075385;  4464.989753;  -718.694767;  97.090099;  -1720.458027;  4318.728895;  350.968244;  148.445871;  4896.288843;  3561.198184
3840.000000;  2122.457680;  13.196540;  295.334117;  0.021956;  6411.615285;  117.290838;  -145.269269;  696.860567;  -228.748363;  0.867976;  -1415.832056;  4521.072655;  -725.303692;  98.577550;  -1745.565328;  4389.330388;  355.813155;  150.856894;  4924.501529;  3607.930958
3870.000000;  2138.682988;  13.412909;  297.617745;  0.022267;  6460.817763;  119.010940;  -144.005556;  707.162413;  -230.435660;  0.880903;  -1427.590626;  4584.406239;  -731.760317;  100.081447;  -1771.618084;  4460.904902;  360.836731;  153.304715;  4952.544984;  3659.881480
3900.000000;  2154.883742;  13.633001;  299.901592;  0.022572;  6509.992837;  120.737628;  -142.729892;  717.262172;  -232.123247;  0.893882;  -1439.322673;  4647.787738;  -738.214262;  101.569129;  -1798.162577;  4535.690573;  365.949655;  155.859731;  4980.175175;  3711.316501
3930.000000;  2171.109547;  13.862044;  302.185678;  0.022876;  6559.224575;  122.479443;  -141.474159;  727.561864;  -233.810945;  0.906958;  -1452.662504;  4705.054645;  -744.669963;  103.089906;  -1824.679614;  4607.938949;  371.045597;  158.314971;  5006.268212;  3765.167562
3960.000000;  2187.434816;  14.089441;  304.468967;  0.023191;  6608.485315;  124.234987;  -140.245427;  738.275879;  -235.495132;  0.920211;  -1465.577923;  4767.268528;  -751.153733;  104.657305;  -1851.645573;  4676.504915;  376.226619;  160.650000;  5032.497929;  3823.723956
3990.000000;  2203.681624;  14.325284;  306.752592;  0.023506;  6657.644599;  126.079253;  -139.055088;  749.962934;  -237.182850;  0.934753;  -1476.210033;  4825.626284;  -757.598508;  106.367183;  -1879.509802;  4748.449978;  381.587735;  163.079725;  5060.110268;  3889.657219
4020.000000;  2219.962898;  14.554743;  309.037433;  0.023830;  6706.673913;  127.963289;  -138.588530;  760.067348;  -238.894498;  0.947453;  -1488.793340;  4882.296284;  -763.793196;  107.861223;  -1907.484141;  4813.725835;  386.952770;  165.283042;  5085.073309;  3953.892423
4050.000000;  2236.226323;  14.785002;  311.324005;  0.024160;  6755.804411;  129.946616;  -138.827427;  770.614925;  -240.631688;  0.961069;  -1500.501637;  4940.376991;  -769.725336;  109.434937;  -1935.540715;  4889.841868;  392.340295;  167.856511;  5110.468232;  4018.165366
4080.000000;  2252.512297;  15.016164;  313.608696;  0.024511;  6805.002080;  132.009492;  -139.287694;  781.531526;  -242.374079;  0.975070;  -1511.360796;  5000.232914;  -775.582297;  111.060723;  -1962.840840;  4968.848481;  397.597449;  170.529542;  5137.274818;  4082.938514
4110.000000;  2268.796809;  15.252637;  315.891874;  0.024846;  6854.164668;  133.931599;  -139.327800;  791.706559;  -244.101990;  0.988036;  -1524.264787;  5060.893165;  -781.586871;  112.570334;  -1988.963889;  5050.150516;  402.624634;  173.277969;  5163.232648;  4151.703564
4140.000000;  2285.105230;  15.485653;  318.173852;  0.025200;  6903.379514;  135.947207;  -139.521386;  801.541739;  -245.831838;  1.000813;  -1537.717183;  5119.186275;  -787.550678;  114.059438;  -2016.722135;  5135.824241;  407.945117;  176.185110;  5187.260493;  4214.278407
4170.000000;  2301.473843;  15.709892;  320.455536;  0.025555;  6952.668470;  137.939194;  -139.512835;  813.235394;  -247.552606;  1.015682;  -1550.918923;  5175.442967;  -793.610481;  115.793257;  -2044.650903;  5227.696410;  413.299097;  179.281891;  5211.651199;  4286.806002
4200.000000;  2317.775169;  15.933731;  322.735940;  0.025949;  7001.893977;  139.962066;  -139.795050;  824.432792;  -249.283929;  1.029924;  -1564.995377;  5225.900481;  -799.540162;  117.455345;  -2072.580708;  5311.448799;  418.646013;  182.096794;  5234.855872;  4354.222510
4230.000000;  2334.100492;  16.167667;  325.018049;  0.026331;  7051.164861;  142.056660;  -139.851928;  836.028831;  -251.008147;  1.044485;  -1578.358603;  5271.142818;  -805.563576;  119.168198;  -2101.317233;  5401.573662;  424.145383;  185.127078;  5258.329298;  4415.994353
4260.000000;  2350.422419;  16.418949;  327.300036;  0.026721;  7100.363447;  144.078352;  -140.033261;  849.556973;  -252.735807;  1.061447;  -1590.097727;  5321.737809;  -811.544019;  121.162028;  -2130.957339;  5491.814166;  429.820942;  188.174067;  5282.538691;  4475.118500
4290.000000;  2366.748593;  16.653834;  329.580629;  0.027075;  7149.557540;  146.111125;  -140.148685;  862.851866;  -254.459946;  1.077946;  -1602.317099;  5371.321619;  -817.548945;  123.125536;  -2160.335325;  5586.553491;  435.445124;  191.368156;  5306.521885;  4539.066338
4320.000000;  2383.141009;  16.882328;  331.857997;  0.027426;  7198.529580;  148.206450;  -140.135374;  876.556237;  -256.174583;  1.095178;  -1614.351731;  5413.093296;  -823.623858;  125.161637;  -2189.487745;  5677.017653;  441.028028;  194.412990;  5330.783325;  4595.590375
4350.000000;  2399.466667;  17.115287;  334.136219;  0.027792;  7247.395830;  150.271886;  -140.496417;  890.082548;  -257.904785;  1.112436;  -1625.867074;  5454.354098;  -829.537621;  127.181529;  -2218.423006;  5771.651125;  446.574670;  197.614571;  5355.344482;  4648.091338
4380.000000;  2415.825786;  17.347529;  336.415632;  0.028151;  7296.118172;  152.257584;  -140.891736;  903.525505;  -259.636552;  1.129464;  -1637.678577;  5494.269938;  -835.449213;  129.184881;  -2246.873242;  5869.041483;  452.029774;  200.917614;  5379.860043;  4696.530147
4410.000000;  2432.214241;  17.583002;  338.696565;  0.028506;  7344.757054;  154.248645;  -141.767379;  915.219806;  -261.384587;  1.144543;  -1649.618485;  5528.066301;  -841.197707;  130.964686;  -2275.530813;  5965.507377;  457.520916;  204.189651;  5403.689803;  4734.515381
4440.000000;  2448.647261;  17.809515;  340.974675;  0.028883;  7393.379903;  156.311067;  -142.526762;  927.700793;  -263.124632;  1.160526;  -1660.399500;  5560.085852;  -847.003775;  132.854594;  -2303.962169;  6063.249999;  462.979787;  207.493139;  5428.964788;  4781.135428
4470.000000;  2465.091340;  18.030196;  343.251607;  0.029242;  7442.171900;  158.500096;  -142.990637;  940.505340;  -264.852844;  1.176754;  -1671.224335;  5592.211806;  -852.924168;  134.807935;  -2333.147045;  6157.152607;  468.576551;  210.685235;  5453.952368;  4820.432124
4500.000000;  2481.496360;  18.253050;  345.526701;  0.029596;  7490.904312;  160.669604;  -143.798892;  953.989156;  -266.590919;  1.193694;  -1682.099061;  5624.008024;  -858.710505;  136.860700;  -2363.701188;  6256.746335;  474.421280;  214.087832;  5477.448089;  4845.761735
4530.000000;  2497.909315;  18.475619;  347.797449;  0.029980;  7539.461943;  162.774141;  -145.010274;  967.804635;  -268.337286;  1.210773;  -1692.706680;  5656.148538;  -864.355477;  138.934907;  -2394.839662;  6351.411118;  480.372902;  217.336617;  5500.292230;  4863.401723
4560.000000;  2514.304272;  18.684881;  350.069563;  0.030355;  7588.302746;  164.877878;  -145.685901;  982.116371;  -270.067579;  1.228141;  -1703.448956;  5687.719504;  -870.190486;  141.065829;  -2426.462012;  6442.788819;  486.413599;  220.478878;  5523.235246;  4877.745312
4590.000000;  2530.722161;  18.882142;  352.342849;  0.030752;  7636.984943;  166.915425;  -147.184311;  996.029973;  -271.826397;  1.245236;  -1712.053037;  5720.124035;  -875.729471;  143.149005;  -2456.703053;  6535.218875;  492.218601;  223.645097;  5548.772285;  4901.615354
4620.000000;  2547.113045;  19.090713;  354.617538;  0.031149;  7685.629397;  168.960885;  -148.747409;  1009.843708;  -273.590937;  1.261879;  -1723.356070;  5749.650996;  -881.228248;  145.211357;  -2485.163566;  6615.322859;  497.678901;  226.392351;  5572.952651;  4919.752572
4650.000000;  2563.585336;  19.302228;  356.893328;  0.031549;  7734.229514;  171.206263;  -150.317315;  1022.656208;  -275.354417;  1.277250;  -1734.292998;  5780.350799;  -886.752444;  147.112703;  -2513.185909;  6688.613689;  503.062069;  228.916562;  5597.867165;  4929.917293
4680.000000;  2580.093967;  19.534099;  359.168090;  0.031977;  7782.703285;  173.494172;  -151.894950;  1035.057695;  -277.115389;  1.291909;  -1743.683769;  5828.467525;  -892.289865;  148.957093;  -2541.939740;  6772.372720;  508.589134;  231.827843;  5623.630763;  4943.363232
4710.000000;  2596.558788;  19.763876;  361.444020;  0.032413;  7831.208939;  175.848147;  -153.775358;  1047.252585;  -278.888717;  1.306595;  -1753.229546;  5881.487002;  -897.702752;  150.780573;  -2571.061577;  6856.620281;  514.182118;  234.749427;  5648.735914;  4962.907561
4740.000000;  2613.048422;  20.001324;  363.720041;  0.032859;  7879.852572;  178.166799;  -156.302925;  1058.682346;  -280.683024;  1.320588;  -1762.243704;  5942.844986;  -902.887545;  152.522293;  -2599.686732;  6942.155140;  519.690026;  237.727565;  5674.507132;  4981.646518
4770.000000;  2629.579435;  20.214871;  365.997462;  0.033315;  7928.527963;  180.540215;  -159.049746;  1069.157551;  -282.484692;  1.333310;  -1770.779757;  6001.233473;  -908.007169;  154.130324;  -2628.176262;  7023.647992;  525.177231;  240.557712;  5700.784465;  5005.708829
4800.000000;  2646.065430;  20.430690;  368.273477;  0.033771;  7976.974396;  182.903660;  -161.429815;  1079.006621;  -284.273654;  1.345458;  -1778.915995;  6060.865120;  -913.247422;  155.662999;  -2657.623745;  7103.115401;  530.839828;  243.320282;  5726.662500;  5027.828775
4830.000000;  2662.567308;  20.637944;  370.547911;  0.034213;  8025.378457;  185.441257;  -163.901032;  1090.167550;  -286.063518;  1.358932;  -1787.724017;  6127.900211;  -918.460398;  157.378573;  -2687.091245;  7187.118208;  536.500541;  246.247869;  5751.754005;  5049.265167
4860.000000;  2679.020259;  20.832778;  372.820593;  0.034633;  8073.662762;  187.828139;  -166.513309;  1100.638043;  -287.857178;  1.372013;  -1797.221730;  6187.270735;  -923.608385;  159.013272;  -2717.607820;  7272.275812;  542.345625;  249.215657;  5775.040815;  5061.100726
4890.000000;  2695.507372;  21.039369;  375.091160;  0.035057;  8121.833265;  190.223521;  -169.178898;  1109.789417;  -289.648787;  1.383812;  -1806.285783;  6240.846779;  -928.752521;  160.484973;  -2748.928488;  7362.565170;  548.339295;  252.346875;  5797.976615;  5073.456116
4920.000000;  2711.977924;  21.225400;  377.359993;  0.035468;  8169.978346;  192.627977;  -171.377014;  1122.565650;  -291.424027;  1.399575;  -1815.145965;  6303.001334;  -934.059108;  162.450453;  -2779.881702;  7457.054923;  554.267574;  255.611296;  5821.696021;  5099.496210
4950.000000;  2728.441044;  21.427698;  379.630041;  0.035904;  8218.104657;  195.076345;  -174.268121;  1134.967415;  -293.223336;  1.415110;  -1824.221079;  6371.446700;  -939.112670;  164.367626;  -2811.229384;  7552.245858;  560.265726;  258.895985;  5844.386876;  5131.732580
4980.000000;  2744.910586;  21.640943;  381.900544;  0.036356;  8266.264790;  197.456106;  -176.740766;  1147.015360;  -295.009616;  1.430009;  -1834.406016;  6430.917867;  -944.317735;  166.251503;  -2841.824380;  7660.103847;  566.118786;  262.624493;  5866.896194;  5152.202473
